narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_109_484,P01,P01_109,00:34:12.600,00:34:12.49,00:34:19.25,102624,102962,wipe floor,wipe,2,floor,159,['floor'],[159]
P01_109_485,P01,P01_109,00:34:19.856,00:34:19.65,00:34:20.07,102982,103003,throw kitchen roll,throw,13,roll:kitchen,93,['roll:kitchen'],[93]
P01_109_486,P01,P01_109,00:34:21.350,00:34:21.16,00:34:21.94,103058,103097,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_487,P01,P01_109,00:34:22.100,00:34:22.18,00:34:23.72,103108,103185,rinse hands,rinse,2,hand,11,['hand'],[11]
P01_109_488,P01,P01_109,00:34:23.610,00:34:23.52,00:34:24.11,103176,103205,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_489,P01,P01_109,00:34:24.351,00:34:24.17,00:34:25.92,103208,103296,shake hands,shake,15,hand,11,['hand'],[11]
P01_109_49,P01,P01_109,00:01:35.106,00:01:35.29,00:01:35.94,4764,4797,pick up eggs,pick-up,0,egg,53,['egg'],[53]
P01_109_490,P01,P01_109,00:34:26.601,00:34:26.39,00:34:27.24,103319,103361,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_491,P01,P01_109,00:34:27.853,00:34:27.30,00:34:29.82,103365,103491,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_492,P01,P01_109,00:34:30.101,00:34:29.75,00:34:30.29,103487,103514,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_493,P01,P01_109,00:34:30.852,00:34:30.85,00:34:32.26,103542,103613,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_495,P01,P01_109,00:34:39.353,00:34:38.77,00:34:39.57,103938,103978,pick up potato bit,pick-up,0,bit:potato,30,['bit:potato'],[30]
P01_109_496,P01,P01_109,00:34:39.600,00:34:39.52,00:34:40.17,103976,104008,put potato bit onto spatula,put-onto,1,bit:potato,30,"['bit:potato', 'spatula']","[30, 20]"
P01_109_497,P01,P01_109,00:34:45.350,00:34:44.37,00:34:46.37,104218,104318,put down potato bit,put-down,1,bit:potato,30,['bit:potato'],[30]
P01_109_499,P01,P01_109,00:34:51.363,00:34:50.75,00:34:52.08,104537,104604,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_5,P01,P01_109,00:00:09.600,00:00:09.60,00:00:10.46,480,523,put down onion and potato,put-down,1,onion,16,"['onion', 'potato']","[16, 30]"
P01_109_50,P01,P01_109,00:01:35.856,00:01:35.89,00:01:36.54,4794,4827,put down eggs,put-down,1,egg,53,['egg'],[53]
P01_109_500,P01,P01_109,00:34:53.600,00:34:53.45,00:34:54.10,104672,104705,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_501,P01,P01_109,00:34:54.350,00:34:54.20,00:34:56.75,104709,104837,rinse hands,rinse,2,hand,11,['hand'],[11]
P01_109_502,P01,P01_109,00:34:56.850,00:34:56.60,00:34:57.25,104830,104862,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_503,P01,P01_109,00:34:57.600,00:34:57.42,00:34:57.95,104871,104897,shake hands,shake,15,hand,11,['hand'],[11]
P01_109_504,P01,P01_109,00:34:58.600,00:34:58.40,00:34:59.95,104920,104997,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_505,P01,P01_109,00:35:00.364,00:35:00.05,00:35:05.25,105002,105262,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_506,P01,P01_109,00:35:05.100,00:35:05.35,00:35:05.91,105267,105295,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_507,P01,P01_109,00:35:06.600,00:35:06.70,00:35:07.96,105334,105398,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_51,P01,P01_109,00:01:36.601,00:01:36.64,00:01:37.34,4832,4867,move kettle,move,11,kettle,44,['kettle'],[44]
P01_109_510,P01,P01_109,00:35:33.601,00:35:33.30,00:35:34.05,106665,106702,pick up potato slice,pick-up,0,slice:potato,30,['slice:potato'],[30]
P01_109_511,P01,P01_109,00:35:34.350,00:35:34.23,00:35:34.59,106711,106729,put down potato slice,put-down,1,slice:potato,30,['slice:potato'],[30]
P01_109_514,P01,P01_109,00:37:51.853,00:37:51.15,00:37:53.00,113557,113650,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_515,P01,P01_109,00:37:54.603,00:37:54.55,00:37:56.70,113727,113834,pick up potato bits,pick-up,0,bit:potato,30,['bit:potato'],[30]
P01_109_517,P01,P01_109,00:38:01.102,00:38:00.85,00:38:01.96,114042,114098,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_518,P01,P01_109,00:38:02.352,00:38:00.86,00:38:04.44,114043,114222,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_519,P01,P01_109,00:38:04.352,00:38:04.21,00:38:04.73,114210,114236,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_52,P01,P01_109,00:01:38.100,00:01:38.09,00:01:38.84,4904,4942,open drawer,open,3,drawer,8,['drawer'],[8]
P01_109_520,P01,P01_109,00:38:06.856,00:38:06.69,00:38:07.65,114334,114382,pick up potato bit,pick-up,0,bit:potato,30,['bit:potato'],[30]
P01_109_522,P01,P01_109,00:38:10.107,00:38:09.64,00:38:10.63,114482,114531,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_523,P01,P01_109,00:38:10.852,00:38:10.57,00:38:13.38,114528,114669,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_524,P01,P01_109,00:38:13.107,00:38:13.48,00:38:14.14,114674,114707,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_525,P01,P01_109,00:38:14.601,00:38:14.13,00:38:15.97,114706,114798,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_528,P01,P01_109,00:39:18.852,00:39:18.49,00:39:19.67,117924,117983,pick up potato bit,pick-up,0,bit:potato,30,['bit:potato'],[30]
P01_109_529,P01,P01_109,00:39:19.601,00:39:19.47,00:39:20.16,117973,118008,put down potato bit,put-down,1,bit:potato,30,['bit:potato'],[30]
P01_109_53,P01,P01_109,00:01:39.101,00:01:38.77,00:01:39.63,4938,4981,pick up peeler,pick-up,0,peeler,87,['peeler'],[87]
P01_109_532,P01,P01_109,00:39:30.350,00:39:29.77,00:39:31.54,118488,118577,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_533,P01,P01_109,00:39:33.100,00:39:31.92,00:39:33.80,118596,118690,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_534,P01,P01_109,00:39:34.600,00:39:33.81,00:39:36.38,118690,118819,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_535,P01,P01_109,00:39:36.350,00:39:36.25,00:39:36.97,118812,118848,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_536,P01,P01_109,00:39:37.101,00:39:37.39,00:39:38.86,118869,118943,pick up glass,pick-up,0,glass,10,['glass'],[10]
P01_109_537,P01,P01_109,00:39:38.857,00:39:38.60,00:39:39.65,118930,118982,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_539,P01,P01_109,00:39:41.601,00:39:41.03,00:39:42.24,119051,119111,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_54,P01,P01_109,00:01:39.356,00:01:39.54,00:01:40.09,4977,5004,close drawer,close,4,drawer,8,['drawer'],[8]
P01_109_541,P01,P01_109,00:39:50.100,00:39:49.60,00:39:50.54,119480,119527,put down glass,put-down,1,glass,10,['glass'],[10]
P01_109_542,P01,P01_109,00:39:51.100,00:39:50.84,00:39:51.63,119542,119581,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_543,P01,P01_109,00:39:51.850,00:39:51.38,00:39:53.44,119569,119672,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_544,P01,P01_109,00:39:53.100,00:39:53.04,00:39:53.76,119652,119688,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_545,P01,P01_109,00:39:54.600,00:39:54.61,00:39:55.60,119730,119780,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_547,P01,P01_109,00:40:08.851,00:40:07.65,00:40:09.20,120382,120459,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_548,P01,P01_109,00:40:10.350,00:40:10.18,00:40:11.68,120508,120583,pick up knife,pick-up,0,knife,4,['knife'],[4]
P01_109_549,P01,P01_109,00:40:10.858,00:40:10.74,00:40:12.97,120536,120648,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
P01_109_55,P01,P01_109,00:01:40.351,00:01:40.29,00:01:40.99,5014,5049,move cutting board,move,11,board:cutting,18,['board:cutting'],[18]
P01_109_550,P01,P01_109,00:40:13.358,00:40:13.40,00:40:19.20,120670,120959,move onion onto pan,move-onto,11,onion,16,"['onion', 'pan']","[16, 5]"
P01_109_551,P01,P01_109,00:40:20.600,00:40:19.95,00:40:21.59,120997,121079,put down cutting board and knife,put-down,1,board:cutting,18,"['board:cutting', 'knife']","[18, 4]"
P01_109_552,P01,P01_109,00:40:22.103,00:40:21.53,00:40:24.04,121076,121202,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_553,P01,P01_109,00:40:24.100,00:40:22.80,00:40:33.97,121140,121698,stir food,stir,10,food,34,['food'],[34]
P01_109_555,P01,P01_109,00:40:37.101,00:40:36.94,00:40:54.38,121847,122719,stir food,stir,10,food,34,['food'],[34]
P01_109_556,P01,P01_109,00:40:54.602,00:40:54.18,00:40:55.05,122708,122752,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_557,P01,P01_109,00:40:55.856,00:40:55.78,00:40:58.77,122789,122938,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22]
P01_109_558,P01,P01_109,00:40:56.851,00:40:56.64,00:40:57.44,122832,122872,open bottle,open,3,bottle,15,['bottle'],[15]
P01_109_559,P01,P01_109,00:40:57.601,00:40:57.50,00:40:58.06,122875,122903,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P01_109_560,P01,P01_109,00:40:58.358,00:40:58.12,00:40:59.24,122906,122961,pour washing up liquid onto sponge,pour,9,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]"
P01_109_561,P01,P01_109,00:40:59.607,00:40:59.37,00:41:00.02,122968,123001,put down washing up liquid,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22]
P01_109_562,P01,P01_109,00:41:00.101,00:41:00.02,00:41:00.79,123001,123039,close bottle,close,4,bottle,15,['bottle'],[15]
P01_109_563,P01,P01_109,00:41:01.107,00:41:01.10,00:41:01.80,123055,123090,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_564,P01,P01_109,00:41:01.600,00:41:01.65,00:41:02.71,123082,123135,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
P01_109_565,P01,P01_109,00:41:02.350,00:41:02.46,00:41:03.33,123123,123166,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_566,P01,P01_109,00:41:03.350,00:41:03.12,00:41:03.68,123156,123183,pick up knife,pick-up,0,knife,4,['knife'],[4]
P01_109_567,P01,P01_109,00:41:03.850,00:41:03.78,00:41:13.32,123189,123666,lather knife,lather,2,knife,4,['knife'],[4]
P01_109_568,P01,P01_109,00:41:12.600,00:41:12.69,00:41:13.11,123634,123655,put down knife,put-down,1,knife,4,['knife'],[4]
P01_109_569,P01,P01_109,00:41:13.350,00:41:13.25,00:41:14.70,123662,123734,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
P01_109_570,P01,P01_109,00:41:14.350,00:41:14.39,00:41:25.70,123719,124284,lather cutting board,lather,2,board:cutting,18,['board:cutting'],[18]
P01_109_571,P01,P01_109,00:41:25.601,00:41:25.63,00:41:26.40,124281,124320,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18]
P01_109_572,P01,P01_109,00:41:27.607,00:41:27.35,00:41:28.25,124367,124412,pick up peeler,pick-up,0,peeler,87,['peeler'],[87]
P01_109_573,P01,P01_109,00:41:29.106,00:41:28.80,00:41:33.70,124440,124684,lather peeler,lather,2,peeler,87,['peeler'],[87]
P01_109_574,P01,P01_109,00:41:34.100,00:41:34.19,00:41:34.90,124709,124745,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P01_109_575,P01,P01_109,00:41:34.860,00:41:34.55,00:41:36.60,124727,124830,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_576,P01,P01_109,00:41:36.114,00:41:36.14,00:41:36.73,124807,124836,rinse peeler,rinse,2,peeler,87,['peeler'],[87]
P01_109_577,P01,P01_109,00:41:37.100,00:41:36.80,00:41:38.00,124840,124900,rinse hand,rinse,2,hand,11,['hand'],[11]
P01_109_578,P01,P01_109,00:41:38.101,00:41:36.24,00:41:39.24,124811,124961,rinse peeler,rinse,2,peeler,87,['peeler'],[87]
P01_109_579,P01,P01_109,00:41:39.100,00:41:38.97,00:41:43.21,124948,125160,rinse hand,rinse,2,hand,11,['hand'],[11]
P01_109_580,P01,P01_109,00:41:43.606,00:41:43.24,00:41:44.11,125161,125205,put peeler onto drying rack,put-onto,1,peeler,87,"['peeler', 'rack:drying']","[87, 110]"
P01_109_581,P01,P01_109,00:41:44.600,00:41:44.16,00:41:44.92,125208,125246,pick up knife,pick-up,0,knife,4,['knife'],[4]
P01_109_582,P01,P01_109,00:41:45.101,00:41:44.94,00:41:48.72,125247,125435,rinse knife,rinse,2,knife,4,['knife'],[4]
P01_109_583,P01,P01_109,00:41:48.850,00:41:48.42,00:41:49.41,125421,125470,put knife onto drying rack,put-onto,1,knife,4,"['knife', 'rack:drying']","[4, 110]"
P01_109_584,P01,P01_109,00:41:49.609,00:41:49.61,00:41:50.67,125480,125533,pick up cutting board,pick-up,0,board:cutting,18,['board:cutting'],[18]
P01_109_585,P01,P01_109,00:41:50.100,00:41:50.45,00:41:55.81,125522,125790,rinse cutting board,rinse,2,board:cutting,18,['board:cutting'],[18]
P01_109_586,P01,P01_109,00:41:55.850,00:41:55.58,00:41:56.97,125779,125848,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_587,P01,P01_109,00:42:00.850,00:41:59.81,00:42:02.57,125990,126128,put cutting board down,put-down,1,board:cutting,18,['board:cutting'],[18]
P01_109_588,P01,P01_109,00:42:03.605,00:42:03.65,00:42:04.41,126182,126220,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_589,P01,P01_109,00:42:04.350,00:42:04.51,00:42:07.75,126225,126387,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_590,P01,P01_109,00:42:08.110,00:42:07.70,00:42:08.66,126384,126433,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_591,P01,P01_109,00:42:09.600,00:42:09.47,00:42:10.20,126473,126509,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_592,P01,P01_109,00:42:12.614,00:42:11.19,00:42:57.08,126559,128854,stir food,stir,10,food,34,['food'],[34]
P01_109_593,P01,P01_109,00:42:57.351,00:42:57.47,00:42:58.16,128873,128908,pick up onion bit,pick-up,0,bit:onion,16,['bit:onion'],[16]
P01_109_594,P01,P01_109,00:42:59.101,00:42:58.94,00:42:59.76,128947,128988,open food bin,open,3,bin:food,36,['bin:food'],[36]
P01_109_595,P01,P01_109,00:42:59.606,00:42:59.66,00:42:59.95,128983,128997,throw onion into bin,throw-into,13,onion,16,"['onion', 'bin']","[16, 36]"
P01_109_596,P01,P01_109,00:43:00.106,00:43:00.22,00:43:00.57,129010,129028,close bin,close,4,bin,36,['bin'],[36]
P01_109_597,P01,P01_109,00:43:03.351,00:43:03.17,00:43:04.33,129158,129216,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_598,P01,P01_109,00:43:03.606,00:43:02.72,00:43:05.15,129135,129257,pick up onion bit,pick-up,0,bit:onion,16,['bit:onion'],[16]
P01_109_599,P01,P01_109,00:43:05.604,00:43:05.55,00:43:06.10,129277,129305,open food bin,open,3,bin:food,36,['bin:food'],[36]
P01_109_60,P01,P01_109,00:03:11.600,00:03:11.72,00:03:12.15,9586,9607,put down peeler,put-down,1,peeler,87,['peeler'],[87]
P01_109_600,P01,P01_109,00:43:05.850,00:43:05.92,00:43:06.27,129296,129313,throw onion into bin,throw-into,13,onion,16,"['onion', 'bin']","[16, 36]"
P01_109_601,P01,P01_109,00:43:06.350,00:43:06.37,00:43:06.78,129318,129339,close food bin,close,4,bin:food,36,['bin:food'],[36]
P01_109_602,P01,P01_109,00:43:07.100,00:43:06.88,00:43:07.82,129344,129391,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_603,P01,P01_109,00:43:09.102,00:43:08.58,00:43:33.57,129429,130678,stir food,stir,10,food,34,['food'],[34]
P01_109_604,P01,P01_109,00:43:34.103,00:43:33.21,00:43:34.97,130660,130748,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_605,P01,P01_109,00:43:43.352,00:43:42.76,00:43:44.98,131138,131249,move pan,move,11,pan,5,['pan'],[5]
P01_109_606,P01,P01_109,00:43:53.608,00:43:53.50,00:43:54.68,131675,131734,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_607,P01,P01_109,00:43:54.850,00:43:54.86,00:44:04.53,131743,132226,stir food,stir,10,food,34,['food'],[34]
P01_109_608,P01,P01_109,00:45:07.858,00:45:07.50,00:45:09.06,135375,135453,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_609,P01,P01_109,00:45:27.100,00:45:26.81,00:45:27.80,136340,136390,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_61,P01,P01_109,00:03:13.851,00:03:13.36,00:03:15.25,9668,9762,pick up knife,pick-up,0,knife,4,['knife'],[4]
P01_109_610,P01,P01_109,00:45:28.606,00:45:28.50,00:46:03.52,136425,138176,stir food,stir,10,food,34,['food'],[34]
P01_109_611,P01,P01_109,00:46:05.851,00:46:03.80,00:46:12.44,138190,138622,pat down food,pat-down,32,food,34,['food'],[34]
P01_109_612,P01,P01_109,00:46:12.851,00:46:12.32,00:46:14.37,138616,138718,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_613,P01,P01_109,00:46:33.350,00:46:33.35,00:46:35.15,139667,139757,move pan,move,11,pan,5,['pan'],[5]
P01_109_614,P01,P01_109,00:46:38.600,00:46:38.55,00:46:39.67,139927,139983,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_615,P01,P01_109,00:46:40.100,00:46:39.79,00:46:58.15,139989,140907,stir food,stir,10,food,34,['food'],[34]
P01_109_617,P01,P01_109,00:47:01.101,00:46:59.51,00:47:06.82,140975,141341,stir food,stir,10,food,34,['food'],[34]
P01_109_618,P01,P01_109,00:47:06.101,00:47:05.60,00:47:07.09,141280,141354,tap spatula,tap,32,spatula,20,['spatula'],[20]
P01_109_619,P01,P01_109,00:47:08.600,00:47:07.04,00:47:21.28,141352,142064,stir food,stir,10,food,34,['food'],[34]
P01_109_620,P01,P01_109,00:47:21.101,00:47:20.97,00:47:22.57,142048,142128,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_621,P01,P01_109,00:47:36.101,00:47:35.93,00:47:37.68,142796,142884,pick up potato skin,pick-up,0,skin:potato,48,['skin:potato'],[48]
P01_109_622,P01,P01_109,00:47:37.600,00:47:37.60,00:47:38.43,142880,142921,open food bin,open,3,bin:food,36,['bin:food'],[36]
P01_109_623,P01,P01_109,00:47:38.351,00:47:38.49,00:47:38.89,142924,142944,throw potato skin into bin,throw-into,13,skin:potato,48,"['skin:potato', 'bin']","[48, 36]"
P01_109_624,P01,P01_109,00:47:38.609,00:47:39.07,00:47:39.65,142953,142982,close food bin,close,4,bin:food,36,['bin:food'],[36]
P01_109_625,P01,P01_109,00:47:40.350,00:47:40.19,00:47:41.60,143009,143080,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_626,P01,P01_109,00:47:41.850,00:47:41.54,00:47:44.10,143077,143205,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_627,P01,P01_109,00:47:44.111,00:47:44.15,00:47:44.75,143207,143237,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_628,P01,P01_109,00:47:45.611,00:47:45.63,00:47:46.38,143281,143319,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_629,P01,P01_109,00:47:46.600,00:47:46.38,00:47:47.25,143319,143362,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_630,P01,P01_109,00:47:47.350,00:47:47.40,00:47:48.30,143370,143415,rinse cloth,rinse,2,cloth,17,['cloth'],[17]
P01_109_631,P01,P01_109,00:47:47.850,00:47:47.60,00:47:47.96,143380,143398,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_632,P01,P01_109,00:47:49.613,00:47:49.63,00:47:50.20,143481,143510,pick up glass,pick-up,0,glass,10,['glass'],[10]
P01_109_633,P01,P01_109,00:47:50.100,00:47:50.16,00:47:53.91,143508,143695,wipe surface,wipe,2,surface,42,['surface'],[42]
P01_109_634,P01,P01_109,00:47:53.851,00:47:53.43,00:47:54.31,143671,143715,put down glass,put-down,1,glass,10,['glass'],[10]
P01_109_635,P01,P01_109,00:47:54.600,00:47:54.35,00:48:04.55,143717,144227,wipe surface,wipe,2,surface,42,['surface'],[42]
P01_109_636,P01,P01_109,00:48:05.600,00:48:05.53,00:48:06.07,144276,144303,shake cloth,shake,15,cloth,17,['cloth'],[17]
P01_109_637,P01,P01_109,00:48:06.100,00:48:06.46,00:48:08.41,144323,144420,open food bin,open,3,bin:food,36,['bin:food'],[36]
P01_109_638,P01,P01_109,00:48:07.100,00:48:06.96,00:48:07.47,144348,144373,throw food bits into bin,throw-into,13,bit:food,34,"['bit:food', 'bin']","[34, 36]"
P01_109_639,P01,P01_109,00:48:08.100,00:48:08.24,00:48:08.53,144412,144426,close food bin,close,4,bin:food,36,['bin:food'],[36]
P01_109_64,P01,P01_109,00:03:22.852,00:03:22.39,00:03:23.67,10119,10183,pick up potato bit,pick-up,0,bit:potato,30,['bit:potato'],[30]
P01_109_640,P01,P01_109,00:48:08.600,00:48:08.88,00:48:09.33,144444,144466,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_641,P01,P01_109,00:48:09.350,00:48:09.43,00:48:09.75,144471,144487,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_642,P01,P01_109,00:48:09.850,00:48:10.07,00:48:11.13,144503,144556,rinse hands,rinse,2,hand,11,['hand'],[11]
P01_109_643,P01,P01_109,00:48:11.100,00:48:11.12,00:48:11.53,144556,144576,turn off tap,turn-off,8,tap,0,['tap'],[0]
P01_109_644,P01,P01_109,00:48:12.350,00:48:12.24,00:48:12.86,144612,144643,shake hands,shake,15,hand,11,['hand'],[11]
P01_109_645,P01,P01_109,00:48:13.350,00:48:13.26,00:48:14.60,144663,144730,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
P01_109_646,P01,P01_109,00:48:14.100,00:48:14.50,00:48:17.45,144725,144872,dry hands,dry,14,hand,11,['hand'],[11]
P01_109_647,P01,P01_109,00:48:17.850,00:48:17.79,00:48:18.35,144889,144917,put down cloth,put-down,1,cloth,17,['cloth'],[17]
P01_109_648,P01,P01_109,00:48:19.600,00:48:18.94,00:48:20.75,144947,145037,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
P01_109_649,P01,P01_109,00:48:20.850,00:48:20.85,00:48:21.53,145042,145076,pick up fork,pick-up,0,fork,14,['fork'],[14]
P01_109_65,P01,P01_109,00:03:23.350,00:03:22.97,00:03:23.82,10148,10191,put down potato bit,put-down,1,bit:potato,30,['bit:potato'],[30]
P01_109_650,P01,P01_109,00:48:21.600,00:48:21.39,00:48:28.47,145069,145423,stir eggs,stir,10,egg,53,['egg'],[53]
P01_109_651,P01,P01_109,00:48:30.850,00:48:30.60,00:48:31.48,145530,145574,put down fork,put-down,1,fork,14,['fork'],[14]
P01_109_652,P01,P01_109,00:48:32.850,00:48:32.22,00:48:34.16,145611,145708,pick up spatula,pick-up,0,spatula,20,['spatula'],[20]
P01_109_653,P01,P01_109,00:48:34.600,00:48:34.26,00:48:39.18,145713,145959,pour eggs onto pan,pour-onto,9,egg,53,"['egg', 'pan']","[53, 5]"
P01_109_654,P01,P01_109,00:48:48.851,00:48:42.15,00:48:50.67,146107,146533,shake bowl,shake,15,bowl,7,['bowl'],[7]
P01_109_655,P01,P01_109,00:48:51.850,00:48:51.79,00:48:52.72,146589,146636,put down bowl,put-down,1,bowl,7,['bowl'],[7]
P01_109_656,P01,P01_109,00:48:53.600,00:48:53.55,00:48:54.22,146677,146711,adjust hob,adjust,17,hob,24,['hob'],[24]
P01_109_657,P01,P01_109,00:48:57.350,00:48:57.18,00:49:02.62,146859,147131,press down spatula,press-down,21,spatula,20,['spatula'],[20]
P01_109_658,P01,P01_109,00:49:19.350,00:49:17.99,00:49:37.40,147899,148870,pat down food,pat-down,32,food,34,['food'],[34]
P01_109_659,P01,P01_109,00:49:36.601,00:49:36.78,00:49:38.61,148839,148930,shake spatula,shake,15,spatula,20,['spatula'],[20]
P01_109_66,P01,P01_109,00:03:23.851,00:03:23.92,00:03:24.64,10196,10232,move cutting board,move,11,board:cutting,18,['board:cutting'],[18]
P01_109_660,P01,P01_109,00:49:38.850,00:49:38.71,00:49:39.96,148935,148998,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_109_661,P01,P01_109,00:49:40.850,00:49:40.53,00:49:41.88,149026,149094,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P01_109_662,P01,P01_109,00:49:41.850,00:49:41.74,00:49:42.35,149087,149117,pick up fork,pick-up,0,fork,14,['fork'],[14]
P01_109_663,P01,P01_109,00:49:42.600,00:49:42.45,00:49:45.79,149122,149289,lather fork,lather,2,fork,14,['fork'],[14]
P01_109_664,P01,P01_109,00:49:45.850,00:49:45.88,00:49:46.39,149294,149319,put down fork,put-down,1,fork,14,['fork'],[14]
P01_109_665,P01,P01_109,00:49:46.850,00:49:46.72,00:49:47.34,149336,149367,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
P01_109_666,P01,P01_109,00:49:47.600,00:49:47.42,00:49:58.97,149371,149948,lather bowl,lather,2,bowl,7,['bowl'],[7]
P01_109_667,P01,P01_109,00:49:58.851,00:49:58.85,00:49:59.19,149942,149959,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P01_109_668,P01,P01_109,00:49:59.600,00:49:59.50,00:50:00.60,149975,150030,turn on tap,turn-on,6,tap,0,['tap'],[0]
P01_109_669,P01,P01_109,00:50:00.350,00:50:00.54,00:50:02.61,150027,150130,rinse hands,rinse,2,hand,11,['hand'],[11]
P01_109_67,P01,P01_109,00:03:24.350,00:03:24.74,00:03:25.34,10237,10267,put down knife,put-down,1,knife,4,['knife'],[4]
P01_109_670,P01,P01_109,00:50:02.602,00:50:02.50,00:50:05.58,150125,150279,rinse bowl,rinse,2,bowl,7,['bowl'],[7]
P01_109_671,P01,P01_109,00:50:05.850,00:50:05.59,00:50:06.11,150279,150305,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P01_109_672,P01,P01_109,00:50:06.350,00:50:06.19,00:50:09.39,150309,150469,wash bowl,wash,2,bowl,7,['bowl'],[7]
P01_109_673,P01,P01_109,00:50:09.600,00:50:09.49,00:50:09.95,150474,150497,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P01_109_674,P01,P01_109,00:50:10.100,00:50:10.05,00:50:12.98,150502,150649,rinse bowl,rinse,2,bowl,7,['bowl'],[7]
